AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Quality,Sex,HairType,Mix,BreedGroup,MultiColored,Hour,Minute,Second,Year,Month,Day,LifeStage,DayPeriod
A716322,0,2,0,366,21,8,1,1,0,1,0,0,18,5,0,2016,01,19,0,0
A696411,0,2,1,61,1,18,2,1,1,1,1,0,10,58,0,2015,02,11,1,0
A695484,0,0,0,1096,22,0,0,0,4,1,7,0,17,10,0,2015,01,16,0,0
A715812,1,2,0,301,15,4,1,1,1,1,4,0,18,1,0,2015,11,15,1,0
A680470,0,2,1,61,1,7,1,1,4,1,1,0,15,6,0,2014,07,17,1,1
A680235,1,1,1,3651,1,7,0,0,1,1,1,0,18,2,0,2014,06,07,0,0
A670747,0,0,0,731,2,2,0,0,0,1,1,0,17,11,0,2014,01,14,0,0
A686308,0,3,1,61,1,7,1,1,1,1,1,0,14,23,0,2014,08,21,1,1
A658781,0,2,1,1826,1,7,1,1,1,1,1,0,15,47,0,2013,11,24,0,1
A710143,0,3,0,211,5,12,0,0,0,1,1,0,18,0,0,2015,09,11,1,0
A707284,0,3,1,61,1,18,1,1,1,1,1,0,12,57,0,2015,08,01,1,0
A704962,0,2,1,61,1,5,0,0,4,1,1,0,17,33,0,2015,07,13,1,0
A684298,0,3,0,61,15,9,2,0,1,1,4,0,13,58,0,2014,07,27,1,1
A663585,0,3,1,61,1,5,2,1,1,1,1,0,18,0,0,2013,10,02,1,0
A682270,0,3,1,31,1,7,2,1,1,1,1,0,15,51,0,2014,07,04,1,1
A666125,1,3,1,22,1,14,2,1,1,1,1,0,15,9,0,2013,10,27,1,1
A704802,0,2,0,91,86,0,1,1,0,1,5,0,17,47,0,2015,06,14,1,0
A691807,0,3,0,1826,10,5,1,1,2,1,6,0,17,20,0,2014,12,04,0,0
A706256,0,2,0,61,13,4,0,0,0,1,0,0,17,40,0,2015,07,02,1,0
A658388,0,2,0,731,15,4,0,0,1,1,4,0,13,42,0,2016,01,09,0,1
A711161,0,2,0,61,12,12,1,1,0,1,1,0,17,46,0,2015,09,07,1,0
A680971,0,2,1,61,1,11,0,0,1,1,1,0,18,2,0,2014,08,05,1,0
A679360,0,2,1,61,1,5,0,0,1,1,1,0,10,38,0,2014,06,30,1,0
A688680,1,2,0,731,17,5,1,1,0,1,6,0,18,51,0,2014,09,27,0,0
A687050,1,3,1,121,1,14,2,1,1,1,1,0,9,0,0,2014,08,31,1,0
A676456,0,2,0,731,14,45,1,1,0,1,3,0,17,55,0,2015,05,17,0,0
A715376,0,0,0,1096,37,5,0,0,0,1,5,0,18,11,0,2015,11,08,0,0
A713303,1,3,1,29,1,6,2,0,1,1,1,0,16,28,0,2015,10,05,1,1
A684625,0,2,1,61,1,7,0,0,1,1,1,0,17,14,0,2014,08,13,1,0
A692787,1,3,1,8,1,14,2,1,1,1,1,0,13,5,0,2014,11,26,1,1
A710514,0,3,1,2921,1,5,0,0,1,1,1,0,15,0,0,2015,08,27,0,1
A663953,0,3,0,151,2,5,0,0,0,1,1,0,15,42,0,2013,10,14,1,1
A679192,0,2,1,61,1,7,1,1,5,1,1,0,18,24,0,2014,05,19,1,0
A711940,0,2,0,366,2,2,0,0,0,1,1,0,17,11,0,2015,10,15,0,0
A718313,0,0,0,1826,52,5,0,0,0,1,5,0,13,52,0,2016,01,04,0,1
A685905,1,2,0,61,22,5,1,1,0,1,7,0,18,55,0,2014,08,18,1,0
A508027,0,1,0,3286,52,5,2,1,0,0,5,0,15,34,0,2016,02,03,0,1
A610401,0,0,0,2921,41,9,1,1,0,0,1,0,19,23,0,2015,06,22,0,0
A688740,0,3,1,31,1,5,2,0,1,1,1,0,15,10,0,2014,10,05,1,1
A515347,0,0,0,5111,78,9,0,0,0,1,4,0,11,18,0,2015,10,06,0,0
A717366,0,0,0,1826,32,20,1,1,0,1,3,0,17,55,0,2015,12,12,0,0
A683408,1,3,1,366,1,18,2,1,1,1,1,0,18,16,0,2014,07,10,0,0
A678061,1,3,1,366,1,5,2,1,1,1,1,0,13,11,0,2014,05,04,0,1
A716384,0,0,1,1826,1,7,1,1,1,1,1,0,14,23,0,2015,11,19,0,1
A679217,1,3,1,91,1,6,2,1,1,1,1,0,8,0,0,2014,05,17,1,0
A691935,0,3,0,1096,2,0,0,0,0,1,1,0,13,9,0,2014,12,09,0,1
A674469,0,0,0,366,2,2,2,1,0,1,1,0,17,15,0,2014,03,25,0,0
A714268,1,3,1,15,1,7,2,1,1,1,1,0,17,12,0,2015,10,20,1,0
A680994,1,3,1,4,1,5,2,0,1,1,1,0,12,22,0,2014,06,11,1,0
A664668,0,2,0,61,38,9,1,1,0,1,0,0,17,9,0,2013,10,12,1,0
A696144,0,2,0,1461,15,5,0,0,1,1,4,0,18,35,0,2015,01,31,0,0
A689516,0,0,0,731,53,9,2,0,0,1,4,0,18,50,0,2014,10,06,0,0
A703800,0,2,1,61,1,9,1,1,1,1,1,0,17,15,0,2015,07,06,1,0
A711810,1,3,1,8,1,7,3,2,1,1,1,0,14,28,0,2015,09,12,1,1
A668474,1,3,1,731,1,1,2,1,1,1,1,0,14,38,0,2013,12,04,0,1
A700578,1,3,1,8,1,5,3,2,1,1,1,0,15,8,0,2015,04,16,1,1
A690031,1,2,1,61,1,11,0,0,1,1,1,0,16,16,0,2014,10,18,1,1
A694066,0,3,1,731,1,6,0,0,1,1,1,0,15,47,0,2014,12,26,0,1
A712123,1,2,1,61,1,1,0,0,1,1,1,0,19,16,0,2015,09,25,1,0
A692624,0,2,1,61,1,7,0,0,1,1,1,0,14,57,0,2014,12,11,1,1
A645779,0,3,1,3651,1,18,1,1,1,1,1,0,13,38,0,2014,07,02,0,1
A669765,0,2,0,91,17,17,1,1,0,1,6,0,18,5,0,2014,01,23,1,0
A707193,0,2,0,121,24,5,0,0,0,1,6,0,17,41,0,2015,07,15,1,0
A715903,0,2,0,271,15,9,1,1,1,1,4,0,18,40,0,2015,11,17,1,0
A702669,1,4,1,2,1,6,3,2,1,1,1,0,17,0,0,2015,05,16,1,0
A669647,0,0,0,366,38,4,2,0,0,1,0,0,14,36,0,2014,01,03,0,1
A678353,1,3,0,61,17,9,2,1,0,1,6,0,11,38,0,2014,05,11,1,0
A668293,0,0,0,2556,15,8,0,0,4,1,4,0,15,26,0,2013,12,02,0,1
A596753,0,0,1,1461,1,5,1,1,1,1,1,0,16,39,0,2015,02,24,0,1
A680366,0,1,0,731,38,4,2,1,0,1,0,0,12,25,0,2014,07,01,0,0
A669103,0,3,0,731,18,0,0,0,8,1,0,0,11,33,0,2015,11,12,0,0
A627376,0,2,0,2191,14,0,0,0,0,0,3,0,17,9,0,2015,07,21,0,0
A715518,1,3,1,121,1,14,2,1,1,1,1,0,9,0,0,2015,11,06,1,0
A702745,0,0,0,731,17,5,2,1,0,1,6,0,11,45,0,2015,05,22,0,0
A687325,1,2,1,61,1,7,0,0,1,1,1,0,18,47,0,2014,09,09,1,0
A700232,1,3,0,3,2,2,2,0,0,1,1,0,16,21,0,2015,04,10,1,1
A684369,1,1,0,731,15,0,2,0,1,1,4,0,8,23,0,2014,07,23,0,0
A700483,0,2,1,731,1,5,1,1,1,1,1,0,15,28,0,2015,04,24,0,1
A697339,1,2,0,31,13,0,1,1,0,1,0,0,18,36,0,2015,02,23,1,0
A672676,0,0,0,1096,17,13,0,0,0,1,6,0,18,15,0,2014,03,01,0,0
A718340,0,3,0,731,31,5,1,1,0,1,0,0,0,0,0,2016,01,06,0,2
A677234,0,0,0,1096,8,8,0,0,0,1,5,0,16,57,0,2014,04,23,0,1
A677070,0,3,0,1826,15,4,2,1,1,1,4,0,12,50,0,2014,04,19,0,0
A674574,0,3,0,366,15,5,2,1,1,1,4,0,14,50,0,2014,03,18,0,1
A684270,0,3,1,366,50,14,2,1,0,1,1,0,16,51,0,2014,07,25,0,1
A680391,1,3,0,366,15,4,2,0,1,1,4,0,16,13,0,2014,06,06,0,1
A714916,0,2,1,61,1,7,1,1,1,1,1,0,18,32,0,2015,11,22,1,0
A551384,0,0,0,1826,110,8,0,0,0,1,7,0,11,57,0,2014,10,12,0,0
A664222,0,2,0,211,15,5,1,1,1,1,4,0,14,59,0,2013,11,18,1,1
A666264,0,2,0,61,38,26,2,1,0,1,0,0,19,7,0,2013,11,01,1,0
A687911,0,2,1,61,1,5,1,1,4,1,1,0,17,44,0,2014,10,18,1,0
A718815,0,2,0,366,15,5,0,0,1,1,4,0,19,7,0,2016,01,12,0,0
A700638,0,2,1,61,1,5,1,1,1,1,1,0,17,15,0,2015,05,13,1,0
A686620,1,3,1,5,1,5,2,0,1,1,1,0,15,41,0,2014,08,24,1,1
A664576,1,2,1,151,1,11,0,0,1,1,1,0,14,6,0,2013,10,10,1,1
A657431,0,2,1,1826,1,6,1,1,4,1,1,0,17,25,0,2013,11,24,0,0
A673677,0,2,1,366,1,6,1,1,1,1,1,0,17,53,0,2014,08,11,0,0
A667317,1,2,0,61,31,5,0,0,0,1,0,0,18,42,0,2013,11,20,1,0
A669576,1,1,1,2921,1,7,2,1,1,1,1,0,16,29,0,2013,12,24,0,1
A690000,0,2,1,181,1,2,1,1,1,1,1,0,17,44,0,2014,10,16,1,0
A690327,0,3,1,5111,1,11,0,0,1,1,1,0,15,8,0,2014,10,22,0,1
A669211,0,2,0,731,15,9,0,0,1,1,4,0,18,25,0,2013,12,21,0,0
A716070,0,2,0,731,2,5,1,1,0,1,1,0,17,46,0,2016,02,12,0,0
A677036,0,2,0,331,6,5,0,0,0,1,3,0,17,25,0,2014,04,24,1,0
A677816,0,2,1,366,1,11,0,0,1,1,1,0,16,25,0,2014,05,02,0,1
A702228,0,0,0,2921,13,12,2,1,0,1,0,0,12,29,0,2015,05,11,0,0
A720853,0,0,0,3651,17,5,1,1,0,1,6,0,12,57,0,2016,02,16,0,0
A704782,0,2,1,61,1,7,0,0,1,1,1,0,11,3,0,2015,07,30,1,0
A664542,0,2,1,61,1,14,1,1,1,1,1,0,15,17,0,2013,11,16,1,1
A664918,0,3,0,731,17,5,1,1,0,1,6,0,15,20,0,2013,11,15,0,1
A694894,1,0,0,15,2,12,2,0,0,1,1,0,12,37,0,2015,01,08,1,0
A680317,0,2,1,61,1,11,0,0,5,1,1,0,17,23,0,2014,06,29,1,0
A669504,0,2,1,181,29,36,0,0,0,1,1,0,12,46,0,2014,01,01,1,0
A671562,0,0,0,731,36,0,1,1,1,1,3,0,18,19,0,2014,02,04,0,0
A673220,0,3,0,1096,2,9,1,1,0,1,1,0,18,35,0,2014,04,15,0,0
A667346,0,2,1,366,1,5,0,0,1,1,1,0,15,10,0,2013,12,28,0,1
A713515,0,0,0,4381,40,20,2,1,0,1,2,0,14,9,0,2015,10,10,0,1
A691672,0,2,0,1461,44,5,0,0,0,1,0,0,14,53,0,2015,05,30,0,1
A719677,0,3,0,1096,22,8,2,0,0,1,7,0,0,0,0,2016,01,25,0,2
A692579,1,3,0,91,41,13,2,1,0,1,1,0,12,43,0,2014,11,29,1,0
A677844,0,1,0,731,22,8,0,0,1,1,7,0,11,37,0,2014,07,13,0,0
A701728,0,1,0,731,2,2,2,0,0,1,1,0,11,6,0,2015,07,12,0,0
A703360,0,2,1,61,1,5,0,0,1,1,1,0,20,4,0,2015,07,18,1,2
A666859,0,1,0,1461,82,2,2,0,0,1,3,0,11,29,0,2013,11,26,0,0
A693170,0,2,0,241,62,5,1,1,0,1,3,0,11,37,0,2014,12,09,1,0
A666725,1,2,0,61,24,9,0,0,0,1,6,0,19,14,0,2013,11,11,1,0
A697390,1,1,0,2921,40,9,2,0,0,1,2,0,8,59,0,2015,02,24,0,0
A689076,1,3,1,91,1,6,2,0,1,1,1,0,9,0,0,2014,09,30,1,0
A714545,1,2,1,61,1,19,0,0,1,1,1,0,17,50,0,2015,11,03,1,0
A681826,0,2,0,731,38,5,1,1,0,1,0,0,13,32,0,2014,09,11,0,1
A689773,0,2,0,61,19,9,1,1,0,1,7,0,18,32,0,2014,10,10,1,0
A689245,0,3,0,181,15,9,1,1,4,1,4,0,14,10,0,2014,10,02,1,1
A718810,0,2,0,366,15,8,1,1,1,1,4,0,17,52,0,2016,01,11,0,0
A684702,0,3,1,366,1,11,2,1,1,1,1,0,14,34,0,2014,07,29,0,1
A680917,1,3,1,15,1,11,2,0,1,1,1,0,19,15,0,2014,06,09,1,0
A712407,0,2,1,61,1,7,1,1,1,1,1,0,18,27,0,2015,10,17,1,0
A691531,1,3,0,61,38,9,2,0,0,1,0,0,17,15,0,2014,11,07,1,0
A711840,0,3,0,366,82,9,1,1,0,1,3,0,13,49,0,2015,10,13,0,1
A682942,1,2,1,61,1,46,1,1,1,1,1,0,16,5,0,2014,07,12,1,1
A665298,1,3,1,15,1,2,2,1,5,1,1,0,11,50,0,2013,10,16,1,0
A690294,0,3,0,731,53,9,2,0,0,0,4,0,11,51,0,2014,10,20,0,0
A687885,1,3,1,181,1,46,2,1,5,1,1,0,9,0,0,2014,09,14,1,0
A687320,1,3,1,3,1,7,3,2,1,1,1,0,16,20,0,2014,09,03,1,1
A718305,0,0,1,271,1,18,1,1,1,1,1,0,18,33,0,2015,12,30,1,0
A665678,1,2,0,301,2,45,0,0,0,1,1,0,11,15,0,2013,11,02,1,0
A684276,1,3,1,8,50,11,2,0,0,1,1,0,16,50,0,2014,07,25,1,1
A668297,0,2,1,31,1,2,2,0,1,1,1,0,14,52,0,2013,12,18,1,1
A698810,0,2,1,366,16,2,1,1,0,1,1,0,14,50,0,2015,04,11,0,1
A688026,0,3,0,731,30,23,0,0,0,1,5,0,17,57,0,2014,09,26,0,0
A704953,0,0,0,1461,2,13,1,1,0,1,1,0,13,46,0,2016,01,19,0,1
A716502,0,3,0,241,15,9,2,0,1,1,4,0,12,10,0,2015,11,25,1,0
A697781,1,3,1,366,1,5,2,1,1,1,1,0,9,0,0,2015,03,01,0,0
A705627,1,3,0,31,30,5,3,2,0,1,5,0,0,0,0,2015,06,19,1,2
A709233,1,3,1,366,1,9,3,2,1,1,1,0,9,0,0,2015,08,07,0,0
A692556,0,0,0,1461,2,23,2,0,0,1,1,0,13,11,0,2014,11,30,0,1
A673611,0,1,0,731,13,5,2,0,0,1,0,0,15,46,0,2014,03,07,0,1
A703629,0,2,0,151,17,5,0,0,0,1,6,0,15,52,0,2015,06,28,1,1
A675917,1,2,0,61,38,0,1,1,0,1,0,0,17,52,0,2014,04,07,1,0
A664748,0,2,1,61,1,11,0,0,1,1,1,0,8,52,0,2013,11,06,1,0
A695861,0,2,1,2556,1,15,1,1,1,1,1,0,14,55,0,2015,02,01,0,1
A693473,0,3,1,2921,1,5,0,0,1,1,1,0,14,3,0,2015,01,02,0,1
A710425,0,2,0,61,15,9,1,1,1,1,4,0,17,6,0,2015,08,26,1,0
A689068,0,2,1,61,1,25,0,0,1,1,1,0,15,58,0,2014,10,18,1,1
A657811,0,3,0,1826,13,5,0,0,0,1,0,0,12,19,0,2014,08,20,0,0
A666035,0,2,1,61,1,5,1,1,1,1,1,0,19,0,0,2013,10,29,1,0
A699022,0,3,0,15,15,0,2,1,1,1,4,0,13,3,0,2015,03,22,1,1
A685387,0,2,0,301,24,5,1,1,0,1,6,0,16,13,0,2014,08,31,1,1
A704547,0,3,0,31,13,0,2,1,0,1,0,0,17,54,0,2015,07,06,1,0
A682853,0,2,0,366,22,5,1,1,0,1,7,0,18,40,0,2014,07,17,0,0
A691374,0,0,0,1461,145,9,2,0,0,1,2,0,16,56,0,2014,11,03,0,1
A719609,0,0,0,2556,30,0,1,1,0,1,5,0,15,45,0,2016,01,31,0,1
A678805,1,3,0,4381,92,8,0,0,0,0,4,0,16,2,0,2014,05,16,0,1
A687175,0,2,0,1461,17,5,1,1,0,0,6,0,13,16,0,2014,11,11,0,1
A716363,1,2,0,301,87,20,1,1,0,1,6,0,19,17,0,2015,11,22,1,0
A684634,0,2,0,366,38,13,1,1,0,1,0,0,16,41,0,2014,08,23,0,1
A687768,0,2,1,61,1,14,1,1,1,1,1,0,17,18,0,2014,11,19,1,0
A549167,0,2,0,2191,8,9,1,1,0,1,5,0,16,8,0,2014,10,26,0,1
A692477,0,2,0,3286,22,17,0,0,0,1,7,0,17,29,0,2014,11,21,0,0
A693637,1,2,0,61,13,0,2,0,0,1,0,0,18,54,0,2014,12,16,1,0
A671102,1,3,0,731,27,17,0,0,0,1,0,0,17,11,0,2014,01,22,0,0
A668317,0,3,1,151,1,5,0,0,1,1,1,0,13,48,0,2014,02,11,1,1
A687319,0,2,1,731,79,7,1,1,0,1,1,0,17,15,0,2014,09,09,0,0
A674025,0,2,0,61,63,12,0,0,0,1,3,0,18,32,0,2014,03,11,1,0
A674418,0,0,0,366,2,12,0,0,0,1,1,0,18,43,0,2014,03,23,0,0
A701903,0,0,0,2556,17,5,0,0,0,1,6,0,17,26,0,2015,05,14,0,0
A719588,1,3,1,366,1,7,0,0,1,1,1,0,18,52,0,2016,01,29,0,0
A701124,0,0,0,731,15,9,0,0,1,1,4,0,17,37,0,2015,05,05,0,0
A685610,0,3,0,366,2,9,1,1,0,1,1,0,12,15,0,2014,08,14,0,0
A686221,0,2,1,61,1,9,0,0,1,1,1,0,18,5,0,2014,08,27,1,0
A678288,0,2,0,31,15,9,1,1,1,1,4,0,9,44,0,2014,07,02,1,0
A663967,1,2,0,121,57,9,1,1,0,1,2,0,12,25,0,2014,01,15,1,0
A693161,1,2,0,31,38,5,1,1,0,1,0,0,8,47,0,2014,12,24,1,0
A714588,0,2,0,731,2,9,1,1,0,1,1,0,16,50,0,2015,11,28,0,1
A716390,0,0,0,151,95,12,2,0,0,0,3,0,14,27,0,2015,11,29,1,1
A700533,0,0,0,366,59,0,0,0,0,1,2,0,18,38,0,2015,04,18,0,0
A715876,0,2,0,1096,13,5,1,1,0,1,0,0,11,49,0,2015,11,25,0,0
A664503,1,2,1,61,1,5,0,0,1,1,1,0,18,17,0,2013,10,10,1,0
A690275,0,3,0,366,17,28,0,0,0,1,6,0,18,39,0,2014,11,07,0,0
A695920,0,2,0,241,2,0,1,1,0,1,1,0,18,14,0,2015,01,30,1,0
A717918,0,0,0,1096,15,5,1,1,1,1,4,0,17,40,0,2015,12,28,0,0
A696394,0,2,0,2191,104,5,0,0,0,1,5,0,17,12,0,2015,03,21,0,0
A704929,0,2,1,61,1,6,1,1,5,1,1,0,15,7,0,2015,08,07,1,1
A693253,0,2,0,366,2,17,0,0,0,1,1,0,15,15,0,2014,12,24,0,1
A689040,1,3,1,15,1,7,2,1,1,1,1,0,15,46,0,2014,09,28,1,1
A680702,1,3,1,8,1,11,2,0,1,1,1,0,14,39,0,2014,06,06,1,1
A692109,0,2,0,731,13,17,1,1,0,1,0,0,18,4,0,2014,11,18,0,0
A615770,0,2,0,731,24,4,0,0,0,1,6,0,17,38,0,2013,10,11,0,0
A699266,1,4,0,4,3,0,3,2,0,1,2,0,7,56,0,2015,03,25,1,0
A704745,0,0,0,2191,17,13,0,0,0,1,6,0,14,14,0,2015,06,24,0,1
A707247,1,2,0,61,17,4,1,1,0,1,6,0,17,53,0,2015,07,14,1,0
A706709,0,2,0,366,41,9,1,1,6,1,1,0,17,26,0,2015,07,07,0,0
A708012,0,3,1,4,1,7,2,0,1,1,1,0,13,17,0,2015,07,24,1,1
A704393,0,2,1,61,1,15,2,1,1,1,1,0,15,33,0,2015,07,05,1,1
A688904,0,3,0,366,13,4,1,1,0,1,0,0,17,22,0,2014,12,04,0,0
A710033,1,3,1,15,1,14,2,1,1,1,1,0,16,34,0,2015,08,16,1,1
A420464,0,0,0,2556,17,5,0,0,0,1,6,0,17,14,0,2013,10,14,0,0
A703361,0,2,1,61,1,7,0,0,1,1,1,0,13,49,0,2015,07,10,1,1
A719332,0,2,0,61,183,4,1,1,0,1,1,0,17,20,0,2016,01,22,1,0
A706020,0,3,0,366,97,4,0,0,0,1,4,0,14,2,0,2015,06,29,0,1
A710553,0,3,0,121,17,5,1,1,0,1,6,0,11,56,0,2015,08,31,1,0
A525592,0,2,1,2556,1,7,1,1,1,1,1,0,12,50,0,2015,06,30,0,0
A697819,0,2,1,121,79,7,0,0,0,1,1,0,17,46,0,2015,03,05,1,0
A701811,1,3,1,15,1,39,3,2,1,1,1,0,11,45,0,2015,05,05,1,0
A721052,1,3,0,31,4,16,2,0,0,1,3,0,13,0,0,2016,02,20,1,1
A706868,1,3,1,29,1,11,2,0,1,1,1,0,0,0,0,2015,07,04,1,2
A717718,0,2,0,366,8,9,1,1,0,1,5,0,12,25,0,2015,12,20,0,0
A713381,1,2,1,61,1,7,0,0,1,1,1,0,14,1,0,2015,10,09,1,1
A676227,1,1,1,4381,1,1,0,0,1,1,1,0,11,0,0,2014,04,07,0,0
A697186,1,3,1,366,1,11,2,0,1,1,1,0,9,0,0,2015,02,20,0,0
A674368,0,0,0,1461,15,4,0,0,1,1,4,0,13,1,0,2014,10,25,0,1
A713794,1,3,1,301,1,7,3,2,1,1,1,0,9,0,0,2015,10,14,1,0
A685558,0,0,1,1826,1,6,0,0,1,1,1,0,14,3,0,2015,12,17,0,1
A666797,1,3,0,181,2,5,2,0,0,1,1,0,16,30,0,2013,11,07,1,1
A672071,0,3,1,366,1,7,1,1,1,1,1,0,13,19,0,2014,02,05,0,1
A690041,0,2,1,61,1,11,1,1,1,1,1,0,17,46,0,2014,11,08,1,0
A670607,0,0,0,731,17,5,0,0,0,1,6,0,14,14,0,2015,10,08,0,1
A692828,0,2,0,241,15,5,1,1,1,1,4,0,18,46,0,2014,12,01,1,0
A668004,0,3,0,2556,2,2,1,1,0,0,1,0,17,54,0,2014,01,09,0,0
A371000,0,2,1,4016,1,2,0,0,1,1,1,0,12,19,0,2015,10,02,0,0
A678628,0,2,1,31,1,15,2,1,1,1,1,0,19,7,0,2014,05,25,1,0
A689787,0,0,0,5476,130,19,0,0,0,1,5,0,18,33,0,2014,10,09,0,0
A699168,0,2,1,2921,1,18,1,1,4,1,1,0,18,14,0,2015,04,01,0,0
A710987,0,2,0,366,17,9,0,0,0,1,6,0,19,5,0,2015,09,23,0,0
A664819,0,2,0,731,82,2,0,0,0,1,3,0,14,51,0,2013,10,19,0,1
A707000,1,2,1,61,1,2,1,1,1,1,1,0,12,6,0,2015,07,10,1,0
A682598,1,2,1,121,1,14,1,1,1,1,1,0,15,55,0,2014,07,12,1,1
A654493,0,2,1,4746,1,14,1,1,1,1,1,0,14,51,0,2013,12,27,0,1
A676272,1,2,1,31,1,2,1,1,1,1,1,0,16,9,0,2014,06,01,1,1
A700456,1,3,1,15,1,5,2,0,1,1,1,0,14,34,0,2015,04,14,1,1
A710862,0,3,1,366,1,7,0,0,1,1,1,0,15,52,0,2015,09,01,0,1
A700177,0,2,0,181,17,4,1,1,0,1,6,0,19,3,0,2015,04,19,1,0
A706659,0,0,0,211,22,5,0,0,1,1,7,0,17,41,0,2015,07,06,1,0
A680238,0,3,0,3286,53,8,0,0,0,1,4,0,11,16,0,2014,06,02,0,0
A667969,1,3,0,151,17,4,2,1,0,1,6,0,13,55,0,2013,11,29,1,1
A566678,0,0,0,2556,17,8,0,0,0,1,6,0,14,11,0,2014,10,10,0,1
A711960,1,3,0,4746,39,5,0,0,0,1,0,0,12,23,0,2015,09,16,0,0
A689668,0,2,1,91,1,18,1,1,1,1,1,0,16,5,0,2014,12,22,1,1
A664089,0,2,0,2921,22,17,1,1,0,1,7,0,18,19,0,2013,10,06,0,0
A702343,0,2,0,181,27,9,0,0,0,1,0,0,17,48,0,2015,05,16,1,0
A695253,1,3,1,1461,1,5,1,1,1,1,1,0,9,0,0,2015,03,31,0,0
A670824,1,3,1,731,1,6,2,0,4,1,1,0,14,20,0,2014,01,16,0,1
A714512,0,2,0,31,17,4,0,0,0,1,6,0,18,44,0,2015,11,07,1,0
A716890,0,2,1,91,1,7,1,1,1,1,1,0,12,41,0,2015,12,06,1,0
A664747,0,2,0,121,18,9,0,0,8,1,0,0,19,46,0,2013,10,13,1,0
A670647,0,3,1,1461,203,7,0,0,0,1,1,0,12,2,0,2014,01,17,0,0
A499387,0,2,1,2921,1,7,1,1,1,1,1,0,18,45,0,2015,04,20,0,0
A705911,0,2,1,61,1,18,1,1,1,1,1,0,17,30,0,2015,07,12,1,0
A680423,1,3,1,121,1,7,2,1,1,1,1,0,19,14,0,2014,06,03,1,0
A686112,1,3,0,22,69,28,2,0,0,1,5,0,14,6,0,2014,08,20,1,1
A698161,0,2,0,301,52,5,0,0,0,1,5,0,13,30,0,2015,03,31,1,1
A698595,1,3,1,731,1,5,3,2,1,1,1,0,9,0,0,2015,03,15,0,0
A668471,0,3,1,366,1,1,0,0,1,1,1,0,16,43,0,2015,03,03,0,1
A704837,0,3,1,61,1,11,1,1,1,1,1,0,15,40,0,2015,06,15,1,1
A670571,0,2,0,121,28,54,1,1,0,1,2,0,18,17,0,2014,01,20,1,0
A699232,0,2,0,731,17,5,1,1,0,1,6,0,16,9,0,2015,04,04,0,1
A687451,1,3,1,22,1,6,2,0,1,1,1,0,18,42,0,2014,09,04,1,0
A686556,0,3,1,2921,1,5,0,0,1,1,1,0,15,21,0,2014,12,10,0,1
A684851,0,2,0,61,13,32,2,1,0,0,0,0,13,25,0,2014,08,19,1,1
A705998,0,3,1,61,1,5,2,1,1,1,1,0,12,22,0,2015,07,03,1,0
A667847,0,3,1,61,1,7,2,1,5,1,1,0,18,41,0,2013,11,30,1,0
A590479,0,3,0,2556,8,9,1,1,0,1,5,0,15,17,0,2014,08,22,0,1
A672657,0,2,0,366,31,5,1,1,0,1,0,0,11,33,0,2014,04,07,0,0
A716168,0,2,0,331,164,16,0,0,0,1,7,0,17,2,0,2016,02,19,1,0
A650967,0,0,1,1096,1,11,0,0,4,1,1,0,12,34,0,2014,01,27,0,0
A711391,1,3,1,366,1,11,3,2,1,1,1,0,9,0,0,2015,09,07,0,0
A704121,0,3,0,731,53,17,1,1,0,1,4,0,12,11,0,2015,06,03,0,0
A674788,0,2,0,1826,15,0,1,1,1,1,4,0,14,5,0,2014,04,03,0,1
A695910,1,2,0,61,31,5,1,1,0,1,0,0,18,38,0,2015,01,26,1,0
A717498,1,3,0,4,17,5,2,0,0,1,6,0,12,28,0,2015,12,09,1,0
A690816,0,2,1,61,1,7,1,1,1,1,1,0,18,54,0,2014,11,25,1,0
A708203,0,3,1,1096,29,37,1,1,0,1,1,0,12,51,0,2015,12,08,0,0
A669111,1,2,0,61,6,20,0,0,0,1,3,0,15,5,0,2013,12,18,1,1
A682821,1,3,0,4381,51,5,1,1,0,1,6,0,9,3,0,2014,07,10,0,0
A716368,1,2,0,31,30,28,0,0,0,1,5,0,11,32,0,2015,12,17,1,0
A664723,1,1,1,2556,1,14,2,1,1,1,1,0,12,47,0,2013,10,08,0,0
A681263,1,3,1,22,1,7,2,1,1,1,1,0,12,48,0,2014,06,14,1,0
A717600,0,1,0,366,39,29,2,0,0,1,0,0,12,1,0,2015,12,18,0,0
A626771,0,3,0,731,17,5,0,0,0,1,6,0,15,28,0,2014,06,26,0,1
A689697,0,3,0,271,17,5,0,0,0,1,6,0,17,21,0,2014,12,04,1,0
A654847,0,0,0,3286,17,4,0,0,0,0,6,0,0,0,0,2015,05,29,0,2
A706904,0,0,0,1461,44,29,1,1,0,1,0,0,18,28,0,2015,07,05,0,0
A719760,0,3,0,91,2,2,0,0,0,1,1,0,0,0,0,2016,02,02,1,2
A715294,0,0,0,366,2,12,0,0,0,1,1,0,17,9,0,2015,11,05,0,0
A681867,1,2,0,61,69,22,1,1,0,1,5,0,18,3,0,2014,06,25,1,0
A698601,1,3,1,731,1,7,3,2,5,1,1,0,9,0,0,2015,03,15,0,0
A718936,0,2,1,181,1,18,1,1,1,1,1,0,13,35,0,2016,01,16,1,1
A686268,0,2,1,241,1,5,0,0,1,1,1,0,16,49,0,2014,08,30,1,1
